county,year,month,num_pregnant_women,link
culberson,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
dallam,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
dallas,2014,january,29,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
dawson,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
deaf smith,2014,january,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
delta,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
denton,2014,january,5,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
dewitt,2014,january,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
dickens,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
dickens (private facility),2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
dimmit,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
donley,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
duval,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
eastland,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
ector,2014,january,7,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
edwards,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
el paso,2014,january,12,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
ellis,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
erath,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
falls,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
fannin (private facility - 1),2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
fannin (private facility - 2),2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
fayette,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
fisher,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
floyd,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
foard,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
fort bend,2014,january,4,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
franklin,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
freestone,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
frio (private facility),2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
gaines,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
galveston,2014,january,5,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
garza,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
gillespie,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
glasscock,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
goliad,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
gonzales,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
gray,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
grayson,2014,january,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
gregg,2014,january,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
grimes,2014,january,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
guadalupe,2014,january,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
hale,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
hall,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
hamilton,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
hansford,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
hardeman,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
hardin,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
harris,2014,january,31,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
harrison,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
haskell (private facility),2014,january,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
hays,2014,january,4,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
hemphill,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
henderson,2014,january,8,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
hidalgo,2014,january,12,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
hidalgo (private facility),2014,january,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
hill,2014,january,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
hockley,2014,january,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
hood,2014,january,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
hopkins,2014,january,4,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
houston,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
howard,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
hudspeth,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
hunt,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
hutchinson,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
irion,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
jack,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
jackson,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
jasper,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
jeff davis,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
jefferson,2014,january,4,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
jefferson (private facility),2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
jim hogg,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
jim wells,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
johnson,2014,january,5,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
jones,2014,january,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
karnes,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
karnes (private facility),2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
kaufman,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
kendall,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
kenedy,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
kent,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
kerr,2014,january,4,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
kimble,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
king,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
kinney,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
kleberg,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
knox,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
la salle,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
lamar,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
lamb,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
lampasas,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
lavaca,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
lee,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
leon,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
liberty (private facility),2014,january,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
limestone,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
lipscomb,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
live oak,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
llano,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
loving,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
lubbock,2014,january,16,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
lynn,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
madison,2014,january,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
marion,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
martin,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
mason,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
matagorda,2014,january,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
maverick,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
mcculloch,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
mclennan,2014,january,8,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
mclennan (private facility - 1),2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
mclennan (private facility - 2),2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
mcmullen,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
medina,2014,january,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
menard,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
midland,2014,january,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
milam,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
mills,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
mitchell,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
montague,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
montgomery,2014,january,6,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
moore,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
morris,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
motley,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
nacogdoches,2014,january,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
navarro,2014,january,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
newton,2014,january,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
newton (private facility),2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
nolan,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
nueces,2014,january,4,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
ochiltree,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
oldham,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
orange,2014,january,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
palo pinto,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
panola,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
parker,2014,january,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
parmer,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
pecos,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
polk,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
polk (private facility),2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
potter,2014,january,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
presidio,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
rains,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
randall,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
reagan,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
real,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
red river,2014,january,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
reeves,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
refugio,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
roberts,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
robertson,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
rockwall,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
runnels,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
rusk,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
sabine,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
san augustine,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
san jacinto,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
san patricio,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
san saba,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
schleicher,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
scurry,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
shackelford,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
shelby,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
sherman,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
smith,2014,january,6,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
somervell,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
starr,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
stephens,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
sterling,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
stonewall,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
sutton,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
swisher,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
tarrant,2014,january,16,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
taylor,2014,january,11,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
terrell,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
terry,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
throckmorton,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
titus,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
tom green,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
travis,2014,january,20,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
trinity,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
tyler,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
upshur,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
upton,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
uvalde,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
val verde (private facility),2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
van zandt,2014,january,4,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
victoria,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
walker,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
waller,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
ward,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
washington,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
webb,2014,january,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
wharton,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
wheeler,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
wichita,2014,january,6,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
wilbarger,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
willacy,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
williamson,2014,january,16,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
wilson,2014,january,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
winkler,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
wise,2014,january,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
wood,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
yoakum,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
young,2014,january,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
zapata,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
zavala,2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
zavala (private facility),2014,january,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Jan 2014.pdf
anderson,2013,december,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Dec 2013.pdf
andrews,2013,december,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Dec 2013.pdf
angelina,2013,december,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Dec 2013.pdf
aransas,2013,december,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Dec 2013.pdf
archer,2013,december,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Dec 2013.pdf
armstrong,2013,december,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Dec 2013.pdf
atascosa,2013,december,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Dec 2013.pdf
austin,2013,december,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Dec 2013.pdf
bailey,2013,december,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Dec 2013.pdf
bandera,2013,december,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Dec 2013.pdf
bastrop,2013,december,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Dec 2013.pdf
