county,year,month,num_of_inmates,num_of_inmate_days,cost_in_dollars,link
hood,2012,may,11,270,11939.4,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
hopkins,2012,may,6,77,3080,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
houston,2012,may,5,94,4261.02,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
howard,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
hudspeth,2012,may,1,30,467.7,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
hunt,2012,may,10,244,7664.04,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
hutchinson,2012,may,4,146,7618.28,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
irion,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
jack,2012,may,1,21,1008.8399999999999,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
jackson,2012,may,5,140,5112.8,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
jasper,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
jeff davis,2012,may,1,30,1230,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
jefferson,2012,may,20,390,20280,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
jim hogg,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
jim wells,2012,may,2,60,2760,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
johnson,2012,may,10,147,4568.76,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
jones,2012,may,2,19,1349,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
karnes,2012,may,3,54,3320.46,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
kaufman,2012,may,19,235,9832.4,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
kendall,2012,may,6,143,7890.74,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
kenedy,2012,may,3,43,1935,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
kent,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
kerr,2012,may,10,94,3866.22,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
kimble,2012,may,2,34,714,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
king,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
kinney,2012,may,2,60,2700,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
kleberg,2012,may,9,187,7483.74,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
knox,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
la salle,2012,may,3,64,2240,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
lamar,2012,may,3,20,592.4,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
lamb,2012,may,4,64,2830.08,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
lampasas,2012,may,7,156,13199.16,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
lavaca,2012,may,11,127,5226.05,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
lee,2012,may,7,139,5024.85,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
leon,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
liberty (private facility),2012,may,13,155,7207.5,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
limestone,2012,may,10,249,10458,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
lipscomb,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
live oak,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
llano,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
loving,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
lubbock,2012,may,34,839,44366.32,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
lynn,2012,may,1,24,720,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
madison,2012,may,2,60,1572.6,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
marion,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
martin,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
mason,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
matagorda,2012,may,11,310,8673.8,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
maverick,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
mcculloch,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
mclennan,2012,may,89,1727,82343.36,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
mcmullen,2012,may,1,6,270,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
medina,2012,may,8,128,7014.4,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
menard,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
midland,2012,may,25,268,11987.640000000001,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
milam,2012,may,8,175,8225,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
mills,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
mitchell,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
montague,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
montgomery,2012,may,80,1159,49976.08,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
moore,2012,may,18,428,40159.24,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
morris,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
motley,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
nacogdoches,2012,may,20,325,12090,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
navarro,2012,may,11,196,9090.48,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
newton,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
nolan,2012,may,1,3,132,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
nueces,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
ochiltree,2012,may,14,258,12371.1,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
oldham,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
orange,2012,may,4,13,490.75,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
palo pinto,2012,may,2,16,553.76,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
panola,2012,may,1,5,230,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
parker,2012,may,12,193,8279.7,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
parmer,2012,may,13,299,8787.61,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
pecos,2012,may,4,114,4560,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
polk,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
potter,2012,may,45,1024,44963.840000000004,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
presidio,2012,may,1,30,1230,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
rains,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
randall,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
reagan,2012,may,2,32,1173.44,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
real,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
red river,2012,may,1,30,720.9,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
reeves,2012,may,7,69,2566.11,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
refugio,2012,may,1,4,198.12,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
roberts,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
robertson,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
rockwall,2012,may,19,296,4108.48,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
runnels,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
rusk,2012,may,9,118,2227.84,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
sabine,2012,may,1,4,170,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
san augustine,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
san jacinto,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
san patricio,2012,may,2,31,1075.08,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
san saba,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
schleicher,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
scurry,2012,may,2,60,5970,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
shackelford,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
shelby,2012,may,4,106,4982,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
sherman,2012,may,2,45,3349.8,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
smith,2012,may,14,305,17555.8,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
somervell,2012,may,2,15,570,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
starr,2012,may,28,212,4786.96,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
stephens,2012,may,1,30,1470,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
sterling,2012,may,1,30,1200,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
stonewall,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
sutton,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
swisher,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
tarrant,2012,may,261,5308,219167.31999999998,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
taylor,2012,may,3,46,1191.4,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
terrell,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
terry,2012,may,3,73,4133.26,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
throckmorton,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
titus,2012,may,20,469,12897.5,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
tom green,2012,may,2,60,2520,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
travis,2012,may,500,8867,932453.72,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
trinity,2012,may,1,13,494,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
tyler,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
upshur,2012,may,2,60,1381.8,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
upton,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
uvalde,2012,may,1,8,408,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
val verde (private facility),2012,may,8,240,12136.8,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
van zandt,2012,may,5,102,2808.06,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
victoria,2012,may,39,172,6563.52,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
walker,2012,may,12,370,12002.8,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
waller,2012,may,19,412,15186.32,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
ward,2012,may,1,6,207.36,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
washington,2012,may,25,422,14457.720000000001,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
webb,2012,may,101,1078,60173.96,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
wharton,2012,may,8,82,4100,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
wheeler,2012,may,4,100,18816,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
wichita,2012,may,7,174,8000.52,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
wilbarger,2012,may,1,26,1088.8799999999999,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
willacy,2012,may,4,73,2252.7799999999997,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
